,match_id,inning,bowling_team,avg_over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder,over-binned,Chennai Super Kings,Deccan Chargers,Delhi Capitals,Delhi Daredevils,Gujarat Lions,Kings XI Punjab,Kochi Tuskers Kerala,Kolkata Knight Riders,Mumbai Indians,Pune Warriors,Rajasthan Royals,Rising Pune Supergiant,Rising Pune Supergiants,Royal Challengers Bangalore,Sunrisers Hyderabad
104287,440,1,Kings XI Punjab,0.0,5,KV Sharma,PA Patel,P Awana,0,0,0,0,0,0,0,0,0,KV Sharma,caught,AC Gilchrist,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104312,440,1,Kings XI Punjab,0.0,6,NLTC Perera,PA Patel,Harmeet Singh,0,0,0,0,0,0,1,0,1,PA Patel,run out,R Sathish,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104323,440,2,Sunrisers Hyderabad,1.0,5,Mandeep Singh,AC Gilchrist,DW Steyn,0,0,0,0,0,0,0,0,0,Mandeep Singh,caught,CL White,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104362,440,2,Sunrisers Hyderabad,0.05263157894736842,1,SE Marsh,AC Gilchrist,DJG Sammy,0,0,0,0,0,0,0,0,0,SE Marsh,caught,NLTC Perera,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104377,440,2,Sunrisers Hyderabad,0.05263157894736842,4,DA Miller,LA Pomersbach,DJG Sammy,0,0,0,0,0,0,0,0,0,DA Miller,caught,CL White,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104421,440,2,Sunrisers Hyderabad,0.0,5,R Sathish,LA Pomersbach,DJG Sammy,0,0,0,0,0,0,1,0,1,R Sathish,run out,NLTC Perera,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104424,440,2,Sunrisers Hyderabad,0.0,2,PP Chawla,LA Pomersbach,NLTC Perera,0,0,0,0,0,0,0,0,0,PP Chawla,caught,S Dhawan,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104435,440,2,Sunrisers Hyderabad,0.0,1,LA Pomersbach,Harmeet Singh,DJG Sammy,0,0,0,0,0,0,1,0,1,Harmeet Singh,run out,I Sharma,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104438,440,2,Sunrisers Hyderabad,0.0,4,P Awana,LA Pomersbach,DJG Sammy,0,0,0,0,0,0,0,0,0,P Awana,caught,I Sharma,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104468,441,1,Kolkata Knight Riders,0.15789473684210525,3,CA Pujara,CH Gayle,SMSM Senanayake,0,0,0,0,0,0,0,0,0,CA Pujara,caught,L Balaji,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
104520,441,1,Kolkata Knight Riders,0.0,1,CH Gayle,AB de Villiers,SP Narine,0,0,0,0,0,0,0,0,0,CH Gayle,stumped,MS Bisla,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
104536,441,1,Kolkata Knight Riders,0.0,5,AB de Villiers,MC Henriques,L Balaji,0,0,0,0,0,0,0,0,0,AB de Villiers,caught,MS Bisla,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
104544,441,1,Kolkata Knight Riders,0.0,1,MC Henriques,R Vinay Kumar,JH Kallis,0,0,0,0,0,0,0,0,0,MC Henriques,caught,MK Tiwary,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
104553,441,1,Kolkata Knight Riders,0.0,4,A Mithun,R Vinay Kumar,SP Narine,0,0,0,0,0,0,0,0,0,A Mithun,caught,MK Tiwary,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
104563,441,2,Royal Challengers Bangalore,1.0,2,MS Bisla,G Gambhir,R Rampaul,0,0,0,0,0,0,0,0,0,MS Bisla,caught,MC Henriques,high,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
104597,441,2,Royal Challengers Bangalore,0.10526315789473684,6,G Gambhir,JH Kallis,R Vinay Kumar,0,0,0,0,0,0,0,0,0,G Gambhir,caught,CH Gayle,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
104665,441,2,Royal Challengers Bangalore,0.0,5,JH Kallis,MK Tiwary,A Mithun,0,0,0,0,0,0,0,0,0,JH Kallis,caught,MC Henriques,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
104671,441,2,Royal Challengers Bangalore,0.0,4,MK Tiwary,RN ten Doeschate,R Vinay Kumar,0,0,0,0,0,0,0,0,0,MK Tiwary,caught,V Kohli,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
104756,442,1,Rajasthan Royals,0.0,1,SK Raina,M Vijay,KK Cooper,0,0,0,0,0,0,0,0,0,SK Raina,caught,SV Samson,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104760,442,1,Rajasthan Royals,0.0,5,MS Dhoni,M Vijay,KK Cooper,0,0,0,0,0,0,0,0,0,MS Dhoni,caught,SR Watson,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104788,442,1,Rajasthan Royals,0.0,2,RA Jadeja,M Vijay,SR Watson,0,0,0,0,0,0,0,0,0,M Vijay,run out,DH Yagnik,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104823,442,2,Chennai Super Kings,0.21052631578947367,1,AM Rahane,R Dravid,JO Holder,0,0,0,0,0,0,0,0,0,AM Rahane,caught,M Vijay,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
104832,442,2,Chennai Super Kings,0.15789473684210525,4,SV Samson,R Dravid,MM Sharma,0,0,0,0,0,0,0,0,0,SV Samson,caught,MS Dhoni,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
104860,442,2,Chennai Super Kings,0.05263157894736842,2,R Dravid,SR Watson,CH Morris,0,0,0,0,0,0,0,0,0,R Dravid,caught,MS Dhoni,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
104912,443,1,Kings XI Punjab,1.0,4,DPMD Jayawardene,V Sehwag,P Kumar,0,0,0,0,0,0,0,0,0,DPMD Jayawardene,caught,DJ Hussey,high,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104929,443,1,Kings XI Punjab,0.21052631578947367,2,RE van der Merwe,V Sehwag,P Awana,0,0,0,0,0,0,0,0,0,RE van der Merwe,caught,Mandeep Singh,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104952,443,1,Kings XI Punjab,0.05263157894736842,7,V Sehwag,DA Warner,Harmeet Singh,0,0,0,0,0,0,0,0,0,V Sehwag,caught,Mandeep Singh,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104991,443,1,Kings XI Punjab,0.0,3,MC Juneja,DA Warner,Harmeet Singh,0,0,0,0,0,0,0,0,0,MC Juneja,caught,P Awana,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104994,443,1,Kings XI Punjab,0.0,6,KM Jadhav,DA Warner,Harmeet Singh,0,0,0,0,0,0,0,0,0,KM Jadhav,caught,Mandeep Singh,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104999,443,1,Kings XI Punjab,0.0,4,J Botha,DA Warner,BA Bhatt,0,0,0,0,0,0,0,0,0,J Botha,caught,DA Miller,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
105034,443,2,Delhi Daredevils,1.0,3,AC Gilchrist,Mandeep Singh,IK Pathan,0,0,0,0,0,0,0,0,0,AC Gilchrist,caught,J Botha,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
105061,443,2,Delhi Daredevils,0.15789473684210525,5,DA Miller,Mandeep Singh,RE van der Merwe,0,0,0,0,0,0,0,0,0,Mandeep Singh,run out,DA Warner,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
105127,443,2,Delhi Daredevils,0.0,5,DJ Hussey,DA Miller,A Nehra,0,0,0,0,0,0,0,0,0,DJ Hussey,caught,J Botha,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
105160,444,1,Mumbai Indians,0.21052631578947367,5,PA Patel,S Dhawan,SL Malinga,0,0,0,0,0,0,0,0,0,PA Patel,caught,AT Rayudu,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105216,444,1,Mumbai Indians,0.0,5,S Dhawan,GH Vihari,MG Johnson,0,0,0,0,0,0,0,0,0,S Dhawan,caught,KD Karthik,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105250,444,1,Mumbai Indians,0.0,3,GH Vihari,CL White,SL Malinga,0,0,0,0,0,0,0,0,0,GH Vihari,caught,MG Johnson,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105336,444,2,Sunrisers Hyderabad,0.0,6,KD Karthik,RG Sharma,KV Sharma,0,0,0,0,0,0,0,0,0,KD Karthik,caught,CL White,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
105344,444,2,Sunrisers Hyderabad,0.0,2,AT Rayudu,RG Sharma,KV Sharma,0,0,0,0,0,0,0,0,0,AT Rayudu,stumped,PA Patel,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
105500,445,1,Kolkata Knight Riders,0.0,3,MK Pandey,Yuvraj Singh,JH Kallis,0,0,0,0,0,0,0,0,0,MK Pandey,run out,MS Bisla,low,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
105503,445,1,Kolkata Knight Riders,0.0,6,Yuvraj Singh,LJ Wright,JH Kallis,0,0,0,0,0,0,0,0,0,Yuvraj Singh,caught,RN ten Doeschate,low,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
105534,445,2,Pune Warriors,0.15789473684210525,4,G Gambhir,YK Pathan,IC Pandey,0,0,0,0,0,0,0,0,0,G Gambhir,caught,Yuvraj Singh,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
105601,445,2,Pune Warriors,0.0,5,RN ten Doeschate,YK Pathan,RV Gomez,0,0,0,0,0,0,0,0,0,RN ten Doeschate,run out,AG Murtaza,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
105604,445,2,Pune Warriors,0.0,2,MK Tiwary,YK Pathan,B Kumar,0,0,0,0,0,0,0,0,0,MK Tiwary,caught,MK Pandey,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
105624,445,2,Pune Warriors,0.0,4,R Bhatia,DB Das,AD Mathews,0,0,0,0,0,0,1,0,1,R Bhatia,run out,LJ Wright,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
105672,446,1,Delhi Daredevils,0.05263157894736842,2,MEK Hussey,M Vijay,A Nehra,0,0,0,0,0,0,0,0,0,M Vijay,run out,BJ Rohrer,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105685,446,1,Delhi Daredevils,0.05263157894736842,2,MEK Hussey,SK Raina,UT Yadav,0,0,0,0,0,0,0,0,0,MEK Hussey,caught,V Sehwag,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105693,446,1,Delhi Daredevils,0.0,4,SK Raina,MS Dhoni,RE van der Merwe,0,0,0,0,0,0,0,0,0,SK Raina,caught,DA Warner,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105752,446,2,Chennai Super Kings,1.0,2,V Sehwag,UBT Chand,MM Sharma,0,0,0,0,0,0,0,0,0,V Sehwag,caught,MS Dhoni,high,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
105779,446,2,Chennai Super Kings,0.15789473684210525,4,UBT Chand,J Botha,MM Sharma,0,0,0,0,0,0,0,0,0,UBT Chand,caught,JO Holder,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
105790,446,2,Chennai Super Kings,0.05263157894736842,3,J Botha,DA Warner,R Ashwin,0,0,0,0,0,0,0,0,0,J Botha,caught,JO Holder,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
105800,446,2,Chennai Super Kings,0.05263157894736842,6,KM Jadhav,DA Warner,JA Morkel,0,0,0,0,0,0,0,0,0,KM Jadhav,caught,MS Dhoni,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
105810,446,2,Chennai Super Kings,0.05263157894736842,4,BJ Rohrer,DA Warner,JA Morkel,0,0,0,0,0,0,0,0,0,BJ Rohrer,caught,R Ashwin,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
105842,446,2,Chennai Super Kings,0.0,5,RE van der Merwe,DA Warner,R Ashwin,0,0,0,0,0,0,0,0,0,RE van der Merwe,caught,SK Raina,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
105853,446,2,Chennai Super Kings,0.0,4,DA Warner,IK Pathan,JA Morkel,0,0,0,0,0,0,0,0,0,DA Warner,caught,M Vijay,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
105861,446,2,Chennai Super Kings,0.0,5,A Nehra,UT Yadav,DJ Bravo,0,0,0,0,0,0,0,0,0,A Nehra,caught,MS Dhoni,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
105947,447,1,Rajasthan Royals,0.0,5,KD Karthik,AP Tare,PV Tambe,0,0,0,0,0,0,0,0,0,KD Karthik,caught,SV Samson,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
105952,447,1,Rajasthan Royals,0.0,4,AP Tare,RG Sharma,KK Cooper,0,0,0,0,0,0,0,0,0,AP Tare,caught,SR Watson,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
105972,447,1,Rajasthan Royals,0.0,6,RG Sharma,KA Pollard,JP Faulkner,0,0,0,0,0,0,0,0,0,RG Sharma,caught,SR Watson,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
105978,447,1,Rajasthan Royals,0.0,5,KA Pollard,AT Rayudu,KK Cooper,0,0,0,0,0,0,0,0,0,KA Pollard,run out,KK Cooper,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
105985,447,1,Rajasthan Royals,0.0,5,AT Rayudu,Harbhajan Singh,SR Watson,0,0,0,0,0,0,0,0,0,AT Rayudu,caught,SV Samson,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
105995,447,1,Rajasthan Royals,0.0,3,MG Johnson,Harbhajan Singh,JP Faulkner,0,0,0,0,0,0,0,0,0,MG Johnson,caught,BJ Hodge,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
105998,447,1,Rajasthan Royals,0.0,6,Harbhajan Singh,SL Malinga,JP Faulkner,0,0,0,0,0,0,1,0,1,SL Malinga,run out,SR Watson,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
106004,447,2,Mumbai Indians,1.0,6,R Dravid,AM Rahane,MG Johnson,0,0,0,0,0,0,0,0,0,R Dravid,caught,KD Karthik,high,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
106021,447,2,Mumbai Indians,0.21052631578947367,4,JP Faulkner,AM Rahane,DS Kulkarni,0,0,0,0,0,0,0,0,0,JP Faulkner,caught,GJ Maxwell,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
106027,447,2,Mumbai Indians,0.15789473684210525,4,SV Samson,AM Rahane,MG Johnson,0,0,0,0,0,0,0,0,0,SV Samson,caught,PP Ojha,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
106033,447,2,Mumbai Indians,0.10526315789473684,4,AM Rahane,SR Watson,DS Kulkarni,0,0,0,0,0,0,0,0,0,AM Rahane,caught,SL Malinga,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
106056,447,2,Mumbai Indians,0.05263157894736842,1,SR Watson,STR Binny,PP Ojha,0,0,0,0,0,0,0,0,0,SR Watson,caught,KA Pollard,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
106228,448,1,Kings XI Punjab,0.0,6,V Kohli,AB de Villiers,P Awana,0,0,0,0,0,0,0,0,0,V Kohli,caught,SE Marsh,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
106262,448,2,Royal Challengers Bangalore,0.2631578947368421,3,SE Marsh,Mandeep Singh,R Rampaul,0,0,0,0,0,0,0,0,0,SE Marsh,caught,AB de Villiers,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
106274,448,2,Royal Challengers Bangalore,0.15789473684210525,2,Mandeep Singh,Gurkeerat Singh,R Vinay Kumar,0,0,0,0,0,0,0,0,0,Mandeep Singh,caught,KB Arun Karthik,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
106307,448,2,Royal Challengers Bangalore,0.05263157894736842,5,DJ Hussey,DA Miller,M Kartik,0,0,0,0,0,0,0,0,0,DJ Hussey,caught,MC Henriques,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
106372,449,1,Rajasthan Royals,0.47368421052631576,6,S Dhawan,GH Vihari,JP Faulkner,0,0,0,0,0,0,0,0,0,S Dhawan,caught,AM Rahane,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106376,449,1,Rajasthan Royals,0.2631578947368421,4,CL White,GH Vihari,SR Watson,0,0,0,0,0,0,0,0,0,CL White,caught,SK Trivedi,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106425,449,1,Rajasthan Royals,0.0,3,GH Vihari,BB Samantray,SK Trivedi,0,0,0,0,0,0,0,0,0,GH Vihari,caught,Sachin Baby,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106461,449,1,Rajasthan Royals,0.0,2,DJG Sammy,BB Samantray,JP Faulkner,0,0,0,0,0,0,0,0,0,DJG Sammy,caught,BJ Hodge,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106474,449,1,Rajasthan Royals,0.0,3,BB Samantray,NLTC Perera,JP Faulkner,0,0,0,0,0,0,0,0,0,BB Samantray,caught,KK Cooper,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106483,449,1,Rajasthan Royals,0.0,5,KV Sharma,NLTC Perera,KK Cooper,0,0,0,0,0,0,2,0,2,KV Sharma,run out,STR Binny,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106484,449,1,Rajasthan Royals,0.0,6,NLTC Perera,A Mishra,KK Cooper,0,0,0,0,0,0,0,0,0,A Mishra,run out,KK Cooper,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106529,449,2,Sunrisers Hyderabad,0.05263157894736842,3,R Dravid,AM Rahane,A Mishra,0,0,0,0,0,0,0,0,0,R Dravid,run out,CL White,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
106536,449,2,Sunrisers Hyderabad,0.05263157894736842,4,AM Rahane,SR Watson,KV Sharma,0,0,0,0,0,0,0,0,0,AM Rahane,caught,S Dhawan,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
106555,449,2,Sunrisers Hyderabad,0.0,5,SV Samson,SR Watson,A Mishra,0,0,0,0,0,0,0,0,0,SV Samson,caught,DW Steyn,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
106566,449,2,Sunrisers Hyderabad,0.0,3,SR Watson,STR Binny,NLTC Perera,0,0,0,0,0,0,0,0,0,SR Watson,caught,DJG Sammy,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
106584,449,2,Sunrisers Hyderabad,0.0,3,JP Faulkner,BJ Hodge,KV Sharma,0,0,0,0,0,0,0,0,0,JP Faulkner,caught,NLTC Perera,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
106603,449,2,Sunrisers Hyderabad,0.0,4,KK Cooper,PV Tambe,DW Steyn,0,0,0,0,0,0,0,0,0,KK Cooper,caught,BB Samantray,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
106615,450,1,Mumbai Indians,0.47368421052631576,4,Mandeep Singh,AC Gilchrist,R Dhawan,0,0,0,0,0,0,0,0,0,Mandeep Singh,caught,KA Pollard,medium,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
106723,450,1,Mumbai Indians,0.0,6,DA Miller,M Vohra,KA Pollard,0,0,0,0,0,0,0,0,0,DA Miller,caught,NM Coulter-Nile,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
106728,450,1,Mumbai Indians,0.0,5,PP Chawla,M Vohra,SL Malinga,0,0,0,0,0,0,1,0,1,PP Chawla,run out,GJ Maxwell,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
106732,450,2,Kings XI Punjab,1.0,3,GJ Maxwell,AP Tare,P Kumar,0,0,0,0,0,0,0,0,0,GJ Maxwell,caught,M Vohra,high,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
106782,450,2,Kings XI Punjab,0.05263157894736842,4,AT Rayudu,RG Sharma,P Awana,0,0,0,0,0,0,0,0,0,AT Rayudu,caught,AC Gilchrist,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
106828,450,2,Kings XI Punjab,0.0,7,KA Pollard,R Dhawan,Sandeep Sharma,0,0,0,0,0,0,0,0,0,KA Pollard,caught,DA Miller,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
106847,450,2,Kings XI Punjab,0.0,1,Harbhajan Singh,SL Malinga,AC Gilchrist,0,0,0,0,0,0,0,0,0,Harbhajan Singh,caught,Gurkeerat Singh,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
106879,451,1,Delhi Daredevils,0.10526315789473684,2,RV Uthappa,AJ Finch,UT Yadav,0,0,0,0,0,0,0,0,0,RV Uthappa,caught,DA Warner,low,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
106920,451,1,Delhi Daredevils,0.0,6,AJ Finch,Yuvraj Singh,S Kaul,0,0,0,0,0,0,0,0,0,AJ Finch,caught,V Sehwag,low,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
106929,451,1,Delhi Daredevils,0.0,3,Yuvraj Singh,AD Mathews,IK Pathan,0,0,0,0,0,0,0,0,0,Yuvraj Singh,caught,V Sehwag,low,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
106968,451,1,Delhi Daredevils,0.0,4,LJ Wright,AD Mathews,S Kaul,0,0,0,0,0,0,0,0,0,LJ Wright,caught,V Sehwag,low,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
106985,451,2,Pune Warriors,0.2631578947368421,1,DA Warner,DPMD Jayawardene,WD Parnell,0,0,0,0,0,0,0,0,0,DA Warner,caught,RV Uthappa,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107003,451,2,Pune Warriors,0.15789473684210525,6,DPMD Jayawardene,B Chipli,AG Murtaza,0,0,0,0,0,0,0,0,0,DPMD Jayawardene,caught,LJ Wright,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107018,451,2,Pune Warriors,0.05263157894736842,2,V Sehwag,B Chipli,AG Murtaza,0,0,0,0,0,0,0,0,0,V Sehwag,caught,RV Gomez,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107077,451,2,Pune Warriors,0.0,4,CM Gautam,IK Pathan,AD Mathews,0,0,0,0,0,0,0,0,0,CM Gautam,caught,RV Gomez,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107079,451,2,Pune Warriors,0.0,6,M Morkel,IK Pathan,AD Mathews,0,0,0,0,0,0,0,0,0,M Morkel,caught,WD Parnell,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107088,451,2,Pune Warriors,0.0,3,IK Pathan,UT Yadav,AD Mathews,0,0,0,0,0,0,0,0,0,IK Pathan,caught,MK Pandey,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107096,451,2,Pune Warriors,0.0,5,S Nadeem,UT Yadav,AB Dinda,0,0,0,0,0,0,0,0,0,S Nadeem,caught,AD Mathews,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107130,452,1,Chennai Super Kings,0.10526315789473684,2,CH Gayle,V Kohli,DJ Bravo,0,0,0,0,0,0,0,0,0,CH Gayle,caught,MEK Hussey,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
107135,452,1,Chennai Super Kings,0.05263157894736842,1,AB de Villiers,V Kohli,MM Sharma,0,0,0,0,0,0,0,0,0,AB de Villiers,caught,RA Jadeja,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
107156,452,2,Royal Challengers Bangalore,0.47368421052631576,3,MEK Hussey,M Vijay,Z Khan,0,0,0,0,0,0,0,0,0,MEK Hussey,caught,KL Rahul,medium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107157,452,2,Royal Challengers Bangalore,0.47368421052631576,4,SK Raina,M Vijay,Z Khan,0,0,0,0,0,0,0,0,0,SK Raina,caught,R Vinay Kumar,medium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107172,452,2,Royal Challengers Bangalore,0.21052631578947367,6,DJ Bravo,M Vijay,R Vinay Kumar,0,0,0,0,0,0,0,0,0,DJ Bravo,caught,SS Tiwary,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107185,452,2,Royal Challengers Bangalore,0.05263157894736842,1,M Vijay,MS Dhoni,R Rampaul,0,0,0,0,0,0,0,0,0,M Vijay,caught,CH Gayle,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107195,452,2,Royal Challengers Bangalore,0.05263157894736842,4,MS Dhoni,RA Jadeja,Z Khan,0,0,0,0,0,0,0,0,0,MS Dhoni,caught,JD Unadkat,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107225,453,1,Sunrisers Hyderabad,0.15789473684210525,3,MS Bisla,G Gambhir,NLTC Perera,0,0,0,0,0,0,0,0,0,MS Bisla,caught,CL White,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
107243,453,1,Sunrisers Hyderabad,0.05263157894736842,1,G Gambhir,JH Kallis,A Mishra,0,0,0,0,0,0,0,0,0,G Gambhir,run out,BB Samantray,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
107291,453,1,Sunrisers Hyderabad,0.0,1,JH Kallis,YK Pathan,DW Steyn,0,0,0,0,0,0,0,0,0,JH Kallis,caught,S Dhawan,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
107309,453,1,Sunrisers Hyderabad,0.0,1,P Dogra,YK Pathan,DW Steyn,0,0,0,0,0,0,0,0,0,P Dogra,caught,NLTC Perera,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
107315,453,1,Sunrisers Hyderabad,0.0,1,SP Narine,YK Pathan,Anand Rajan,0,0,0,0,0,0,0,0,0,SP Narine,caught,NLTC Perera,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
107409,453,2,Kolkata Knight Riders,0.0,2,CL White,GH Vihari,SP Narine,0,0,0,0,0,0,0,0,0,CL White,run out,EJG Morgan,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107417,453,2,Kolkata Knight Riders,0.0,3,GH Vihari,NLTC Perera,Iqbal Abdulla,0,0,0,0,0,0,0,0,0,GH Vihari,caught,P Dogra,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107481,454,1,Mumbai Indians,0.05263157894736842,2,M Vijay,MEK Hussey,KA Pollard,0,0,0,0,0,0,0,0,0,M Vijay,caught,DR Smith,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107567,454,2,Chennai Super Kings,0.47368421052631576,4,AP Tare,DR Smith,JA Morkel,0,0,0,0,0,0,0,0,0,AP Tare,caught,M Vijay,medium,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
107608,454,2,Chennai Super Kings,0.05263157894736842,2,DR Smith,KD Karthik,RA Jadeja,0,0,0,0,0,0,0,0,0,DR Smith,caught,SK Raina,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
